"동별","가구원수별","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년",
"북아현동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","40","","","","",
"북아현동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6","","","","",
"충현동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9108","","","","",
"충현동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3880","","","","",
"충현동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2202","","","","",
"충현동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1546","","","","",
"충현동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1137","","","","",
"충현동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","274","","","","",
"충현동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","58","","","","",
"충현동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"신촌동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12532","","","","",
"신촌동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9002","","","","",
"신촌동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1902","","","","",
"신촌동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","885","","","","",
"신촌동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","553","","","","",
"신촌동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","139","","","","",
"신촌동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","42","","","","",
"신촌동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9","","","","",
"연희동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18393","","","","",
"연희동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9005","","","","",
"연희동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4178","","","","",
"연희동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2670","","","","",
"연희동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1920","","","","",
"연희동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","486","","","","",
"연희동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","109","","","","",
"연희동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","25","","","","",
"홍제1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9541","","","","",
"홍제1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2736","","","","",
"홍제1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2692","","","","",
"홍제1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2158","","","","",
"홍제1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1529","","","","",
"홍제1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","344","","","","",
"홍제1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","62","","","","",
"홍제1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20","","","","",
"홍제3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6463","","","","",
"홍제3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2027","","","","",
"홍제3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1844","","","","",
"홍제3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1381","","","","",
"홍제3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","958","","","","",
"홍제3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","199","","","","",
"홍제3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","43","","","","",
"홍제3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"홍제2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5493","","","","",
"홍제2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1443","","","","",
"홍제2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1590","","","","",
"홍제2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1293","","","","",
"홍제2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","933","","","","",
"홍제2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","200","","","","",
"홍제2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","28","","","","",
"홍제2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6","","","","",
"홍은1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8867","","","","",
"홍은1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2538","","","","",
"홍은1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2464","","","","",
"홍은1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1961","","","","",
"홍은1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1461","","","","",
"홍은1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","365","","","","",
"홍은1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","60","","","","",
"홍은1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"홍은2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11177","","","","",
"홍은2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3769","","","","",
"홍은2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3114","","","","",
"홍은2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2241","","","","",
"홍은2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1560","","","","",
"홍은2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","370","","","","",
"홍은2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","91","","","","",
"홍은2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","32","","","","",
"남가좌1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5402","","","","",
"남가좌1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","942","","","","",
"남가좌1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1273","","","","",
"남가좌1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1544","","","","",
"남가좌1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1320","","","","",
"남가좌1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","268","","","","",
"남가좌1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","48","","","","",
"남가좌1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7","","","","",
"남가좌2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12020","","","","",
"남가좌2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4237","","","","",
"남가좌2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3051","","","","",
"남가좌2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2413","","","","",
"남가좌2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1835","","","","",
"남가좌2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","373","","","","",
"남가좌2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","93","","","","",
"남가좌2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"북가좌1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6483","","","","",
"북가좌1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1172","","","","",
"북가좌1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1840","","","","",
"북가좌1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1691","","","","",
"북가좌1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1406","","","","",
"북가좌1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","304","","","","",
"북가좌1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","63","","","","",
"북가좌1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7","","","","",
"북가좌2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","13580","","","","",
"북가좌2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4463","","","","",
"북가좌2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3788","","","","",
"북가좌2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2752","","","","",
"북가좌2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2005","","","","",
"북가좌2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","474","","","","",
"북가좌2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","82","","","","",
"북가좌2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16","","","","",
"마포구","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","160681","164080","165603","167410","167967",
"마포구","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","63172","67162","70030","72112","73327",
"마포구","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","40569","41507","41900","42340","42478",
"마포구","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","29490","29279","29105","29259","29288",
"마포구","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","21726","20839","19723","19177","18582",
"마포구","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4654","4323","3936","3719","3546",
"마포구","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","851","771","742","665","613",
"마포구","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","219","199","167","138","133",
"마포구","평균 가구원수","가구원수별 가구수 (동별) (2015년 이후)","명","2.18","2.13","2.09","2.06","2.04",
"아현동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9460","","","","",
"아현동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2269","","","","",
"아현동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2591","","","","",
"아현동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2549","","","","",
"아현동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1732","","","","",
"아현동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","266","","","","",
"아현동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","42","","","","",
"아현동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"공덕동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16526","","","","",
"공덕동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6338","","","","",
"공덕동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4328","","","","",
"공덕동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3123","","","","",
"공덕동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2165","","","","",
"공덕동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","461","","","","",
"공덕동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","91","","","","",
"공덕동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20","","","","",
"도화동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8466","","","","",
"도화동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2610","","","","",
"도화동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2251","","","","",
"도화동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1849","","","","",
"도화동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1378","","","","",
"도화동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","304","","","","",
"도화동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","61","","","","",
"도화동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","13","","","","",
"용강동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8369","","","","",
"용강동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2388","","","","",
"용강동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2156","","","","",
"용강동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1931","","","","",
"용강동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1516","","","","",
"용강동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","306","","","","",
"용강동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","61","","","","",
"용강동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"대흥동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7321","","","","",
"대흥동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4027","","","","",
"대흥동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1625","","","","",
"대흥동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","901","","","","",
"대흥동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","619","","","","",
"대흥동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","121","","","","",
"대흥동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","21","","","","",
"대흥동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7","","","","",
"염리동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4969","","","","",
"염리동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1775","","","","",
"염리동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1247","","","","",
"염리동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1012","","","","",
"염리동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","759","","","","",
"염리동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","147","","","","",
"염리동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","23","","","","",
"염리동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6","","","","",
"신수동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9523","","","","",
"신수동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3184","","","","",
"신수동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2419","","","","",
"신수동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2004","","","","",
"신수동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1531","","","","",
"신수동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","294","","","","",
"신수동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","67","","","","",
"신수동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","24","","","","",
"서강동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10845","","","","",
"서강동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4380","","","","",
"서강동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2521","","","","",
"서강동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2056","","","","",
"서강동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1537","","","","",
"서강동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","287","","","","",
"서강동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","53","","","","",
"서강동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"서교동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","13887","","","","",
"서교동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8192","","","","",
"서교동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3033","","","","",
"서교동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1484","","","","",
"서교동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","923","","","","",
"서교동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","205","","","","",
"서교동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","40","","","","",
"서교동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10","","","","",
"합정동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8280","","","","",
"합정동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3699","","","","",
"합정동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2318","","","","",
"합정동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1300","","","","",
"합정동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","750","","","","",
"합정동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","172","","","","",
"합정동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","33","","","","",
"합정동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8","","","","",
"망원1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9328","","","","",
"망원1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3829","","","","",
"망원1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2587","","","","",
"망원1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1521","","","","",
"망원1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1062","","","","",
"망원1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","270","","","","",
"망원1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","50","","","","",
"망원1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9","","","","",
"망원2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7676","","","","",
"망원2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2398","","","","",
"망원2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2172","","","","",
"망원2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1513","","","","",
"망원2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1256","","","","",
"망원2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","276","","","","",
"망원2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","43","","","","",
"망원2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"연남동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7948","","","","",
"연남동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4142","","","","",
"연남동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1905","","","","",
"연남동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1056","","","","",
"연남동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","638","","","","",
"연남동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","159","","","","",
"연남동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","36","","","","",
"연남동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12","","","","",
"성산1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8637","","","","",
"성산1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3506","","","","",
"성산1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2281","","","","",
"성산1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1508","","","","",
"성산1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1011","","","","",
"성산1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","267","","","","",
"성산1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","50","","","","",
"성산1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","14","","","","",
"성산2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","17393","","","","",
"성산2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6694","","","","",
"성산2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4416","","","","",
"성산2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3173","","","","",
"성산2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2470","","","","",
"성산2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","518","","","","",
"성산2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","95","","","","",
"성산2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","27","","","","",
"상암동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12053","","","","",
"상암동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3741","","","","",
"상암동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2719","","","","",
"상암동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2510","","","","",
"상암동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2379","","","","",
"상암동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","601","","","","",
"상암동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","85","","","","",
"상암동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"양천구","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","166044","168355","169344","169479","169044",
"양천구","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","39436","42973","45502","47106","47886",
"양천구","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","43102","44552","45568","45499","45678",
"양천구","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","40503","39742","39711","39629","39523",
"양천구","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","34789","33570","31529","30604","29674",
"양천구","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6743","6269","5873","5556","5284",
"양천구","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1195","1036","974","883","813",
"양천구","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","276","213","187","202","186",
"양천구","평균 가구원수","가구원수별 가구수 (동별) (2015년 이후)","명","2.58","2.52","2.47","2.44","2.42",
"목1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9943","","","","",
"목1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1189","","","","",
"목1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2066","","","","",
"목1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3092","","","","",
"목1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2999","","","","",
"목1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","490","","","","",
"목1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","88","","","","",
"목1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","19","","","","",
"목2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12091","","","","",
"목2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3752","","","","",
"목2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3216","","","","",
"목2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2652","","","","",
"목2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1951","","","","",
"목2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","413","","","","",
"목2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","82","","","","",
"목2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","25","","","","",
"목3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9181","","","","",
"목3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2963","","","","",
"목3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2625","","","","",
"목3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1967","","","","",
"목3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1321","","","","",
"목3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","230","","","","",
"목3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","62","","","","",
"목3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","13","","","","",
"목4동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9279","","","","",
"목4동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2280","","","","",
"목4동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2094","","","","",
"목4동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2230","","","","",
"목4동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2161","","","","",
"목4동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","420","","","","",
"목4동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","77","","","","",
"목4동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","17","","","","",
"목5동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12866","","","","",
"목5동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1185","","","","",
"목5동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2580","","","","",
"목5동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4057","","","","",
"목5동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4281","","","","",
"목5동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","650","","","","",
"목5동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","92","","","","",
"목5동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","21","","","","",
"신월1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9019","","","","",
"신월1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3273","","","","",
"신월1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2560","","","","",
"신월1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1768","","","","",
"신월1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1109","","","","",
"신월1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","243","","","","",
"신월1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","55","","","","",
"신월1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"신월2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7856","","","","",
"신월2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1749","","","","",
"신월2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2292","","","","",
"신월2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1926","","","","",
"신월2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1430","","","","",
"신월2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","363","","","","",
"신월2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","71","","","","",
"신월2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","25","","","","",
"신월3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7061","","","","",
"신월3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2877","","","","",
"신월3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1966","","","","",
"신월3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1163","","","","",
"신월3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","787","","","","",
"신월3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","215","","","","",
"신월3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","42","","","","",
"신월3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"신월4동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6464","","","","",
