"동별","가구원수별","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년",
"행당2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","77","","","","",
"행당2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","15","","","","",
"응봉동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5497","","","","",
"응봉동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1053","","","","",
"응봉동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1458","","","","",
"응봉동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1505","","","","",
"응봉동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1173","","","","",
"응봉동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","253","","","","",
"응봉동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","48","","","","",
"응봉동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7","","","","",
"금호1가동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6045","","","","",
"금호1가동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1538","","","","",
"금호1가동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1771","","","","",
"금호1가동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1512","","","","",
"금호1가동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","950","","","","",
"금호1가동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","219","","","","",
"금호1가동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","48","","","","",
"금호1가동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7","","","","",
"금호2.3가동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9185","","","","",
"금호2.3가동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2519","","","","",
"금호2.3가동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2705","","","","",
"금호2.3가동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2196","","","","",
"금호2.3가동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1407","","","","",
"금호2.3가동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","281","","","","",
"금호2.3가동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","54","","","","",
"금호2.3가동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","23","","","","",
"금호4가동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5812","","","","",
"금호4가동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1624","","","","",
"금호4가동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1698","","","","",
"금호4가동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1437","","","","",
"금호4가동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","861","","","","",
"금호4가동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","157","","","","",
"금호4가동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","23","","","","",
"금호4가동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12","","","","",
"옥수동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10074","","","","",
"옥수동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2391","","","","",
"옥수동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3065","","","","",
"옥수동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2639","","","","",
"옥수동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1589","","","","",
"옥수동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","317","","","","",
"옥수동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","59","","","","",
"옥수동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","14","","","","",
"성수1가1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6937","","","","",
"성수1가1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2435","","","","",
"성수1가1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1889","","","","",
"성수1가1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1325","","","","",
"성수1가1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1056","","","","",
"성수1가1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","186","","","","",
"성수1가1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","36","","","","",
"성수1가1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10","","","","",
"성수1가2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6102","","","","",
"성수1가2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2499","","","","",
"성수1가2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1524","","","","",
"성수1가2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1100","","","","",
"성수1가2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","778","","","","",
"성수1가2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","167","","","","",
"성수1가2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","27","","","","",
"성수1가2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7","","","","",
"성수2가1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7425","","","","",
"성수2가1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2990","","","","",
"성수2가1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1981","","","","",
"성수2가1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1329","","","","",
"성수2가1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","883","","","","",
"성수2가1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","189","","","","",
"성수2가1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","43","","","","",
"성수2가1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10","","","","",
"성수2가3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4888","","","","",
"성수2가3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2091","","","","",
"성수2가3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1221","","","","",
"성수2가3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","806","","","","",
"성수2가3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","590","","","","",
"성수2가3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","137","","","","",
"성수2가3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","34","","","","",
"성수2가3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9","","","","",
"송정동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5057","","","","",
"송정동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2305","","","","",
"송정동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1224","","","","",
"송정동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","817","","","","",
"송정동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","531","","","","",
"송정동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","140","","","","",
"송정동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","36","","","","",
"송정동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"용답동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5876","","","","",
"용답동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3111","","","","",
"용답동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1349","","","","",
"용답동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","745","","","","",
"용답동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","496","","","","",
"용답동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","136","","","","",
"용답동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","30","","","","",
"용답동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9","","","","",
"광진구","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","152090","153962","156463","158612","158609",
"광진구","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","62301","66140","69391","71959","72933",
"광진구","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","36380","36736","37683","38138","38355",
"광진구","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","27174","26533","26349","26301","26104",
"광진구","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","20794","19591","18431","17857","17172",
"광진구","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4354","3971","3689","3505","3258",
"광진구","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","846","801","744","679","635",
"광진구","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","241","190","176","173","152",
"광진구","평균 가구원수","가구원수별 가구수 (동별) (2015년 이후)","명","2.16","2.1","2.06","2.03","2",
"화양동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16621","","","","",
"화양동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12704","","","","",
"화양동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2435","","","","",
"화양동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","827","","","","",
"화양동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","516","","","","",
"화양동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","103","","","","",
"화양동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","26","","","","",
"화양동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10","","","","",
"군자동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10235","","","","",
"군자동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5546","","","","",
"군자동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2181","","","","",
"군자동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1333","","","","",
"군자동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","897","","","","",
"군자동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","217","","","","",
"군자동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","45","","","","",
"군자동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16","","","","",
"중곡1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7345","","","","",
"중곡1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3282","","","","",
"중곡1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1922","","","","",
"중곡1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1186","","","","",
"중곡1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","738","","","","",
"중곡1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","170","","","","",
"중곡1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","36","","","","",
"중곡1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"중곡2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","9615","","","","",
"중곡2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3780","","","","",
"중곡2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2545","","","","",
"중곡2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1702","","","","",
"중곡2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1225","","","","",
"중곡2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","286","","","","",
"중곡2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","61","","","","",
"중곡2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","16","","","","",
"중곡3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7555","","","","",
"중곡3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3144","","","","",
"중곡3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2008","","","","",
"중곡3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1296","","","","",
"중곡3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","854","","","","",
"중곡3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","213","","","","",
"중곡3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","36","","","","",
"중곡3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"중곡4동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11930","","","","",
"중곡4동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3747","","","","",
"중곡4동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3366","","","","",
"중곡4동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2560","","","","",
"중곡4동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1760","","","","",
"중곡4동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","390","","","","",
"중곡4동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","83","","","","",
"중곡4동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","24","","","","",
"능동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6044","","","","",
"능동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3251","","","","",
"능동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1407","","","","",
"능동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","748","","","","",
"능동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","481","","","","",
"능동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","126","","","","",
"능동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","27","","","","",
"능동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","X","","","","",
"광장동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11150","","","","",
"광장동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1501","","","","",
"광장동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2244","","","","",
"광장동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3233","","","","",
"광장동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3482","","","","",
"광장동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","584","","","","",
"광장동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","85","","","","",
"광장동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","21","","","","",
"자양1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10495","","","","",
"자양1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4616","","","","",
"자양1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2642","","","","",
"자양1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1686","","","","",
"자양1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1217","","","","",
"자양1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","270","","","","",
"자양1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","49","","","","",
"자양1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","15","","","","",
"자양2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10163","","","","",
"자양2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3098","","","","",
"자양2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2678","","","","",
"자양2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2277","","","","",
"자양2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1669","","","","",
"자양2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","352","","","","",
"자양2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","62","","","","",
"자양2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","27","","","","",
"자양3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10044","","","","",
"자양3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2131","","","","",
"자양3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2587","","","","",
"자양3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2570","","","","",
"자양3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2253","","","","",
"자양3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","400","","","","",
"자양3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","81","","","","",
"자양3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","22","","","","",
"자양4동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8325","","","","",
"자양4동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3751","","","","",
"자양4동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2129","","","","",
"자양4동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1343","","","","",
"자양4동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","840","","","","",
"자양4동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","203","","","","",
"자양4동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","46","","","","",
"자양4동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","13","","","","",
"구의1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11002","","","","",
"구의1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5591","","","","",
"구의1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2563","","","","",
"구의1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1570","","","","",
"구의1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","967","","","","",
"구의1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","235","","","","",
"구의1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","65","","","","",
"구의1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"구의2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","10455","","","","",
"구의2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3049","","","","",
"구의2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2802","","","","",
"구의2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2284","","","","",
"구의2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1802","","","","",
"구의2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","411","","","","",
"구의2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","81","","","","",
"구의2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","26","","","","",
"구의3동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11111","","","","",
"구의3동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3110","","","","",
"구의3동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2871","","","","",
"구의3동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2559","","","","",
"구의3동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2093","","","","",
"구의3동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","394","","","","",
"구의3동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","63","","","","",
"구의3동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","21","","","","",
"동대문구","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","150373","153246","155912","159457","160767",
"동대문구","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","60925","65290","68169","70959","72355",
"동대문구","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","36819","37357","38115","38539","39195",
"동대문구","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","27120","26574","26712","27131","27255",
"동대문구","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","19528","18548","17856","17926","17353",
"동대문구","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4653","4290","4044","3933","3728",
"동대문구","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1062","957","818","782","706",
"동대문구","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","266","230","198","187","175",
"동대문구","평균 가구원수","가구원수별 가구수 (동별) (2015년 이후)","명","2.17","2.11","2.07","2.05","2.03",
"용신동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","15702","","","","",
"용신동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8464","","","","",
"용신동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3551","","","","",
"용신동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2035","","","","",
"용신동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1273","","","","",
"용신동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","279","","","","",
"용신동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","71","","","","",
"용신동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","29","","","","",
"제기동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11662","","","","",
"제기동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5399","","","","",
"제기동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2959","","","","",
"제기동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1798","","","","",
"제기동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1120","","","","",
"제기동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","303","","","","",
"제기동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","65","","","","",
"제기동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"전농1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","13584","","","","",
"전농1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5814","","","","",
"전농1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3212","","","","",
"전농1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2419","","","","",
"전농1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1667","","","","",
"전농1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","370","","","","",
"전농1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","79","","","","",
"전농1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","23","","","","",
"전농2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","7163","","","","",
"전농2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1691","","","","",
"전농2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2044","","","","",
"전농2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1701","","","","",
"전농2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1302","","","","",
"전농2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","328","","","","",
"전농2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","79","","","","",
"전농2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","18","","","","",
"답십리1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11567","","","","",
"답십리1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3717","","","","",
"답십리1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2869","","","","",
"답십리1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2577","","","","",
"답십리1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1828","","","","",
"답십리1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","470","","","","",
"답십리1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","82","","","","",
"답십리1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","24","","","","",
"답십리2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11756","","","","",
"답십리2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3448","","","","",
"답십리2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3396","","","","",
"답십리2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2573","","","","",
"답십리2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1818","","","","",
"답십리2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","409","","","","",
"답십리2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","97","","","","",
"답십리2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","15","","","","",
"장안1동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","15931","","","","",
"장안1동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","5502","","","","",
"장안1동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4191","","","","",
"장안1동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3234","","","","",
"장안1동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2276","","","","",
"장안1동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","566","","","","",
"장안1동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","133","","","","",
"장안1동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","29","","","","",
"장안2동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","12363","","","","",
"장안2동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3212","","","","",
"장안2동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3275","","","","",
"장안2동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2947","","","","",
"장안2동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2306","","","","",
"장안2동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","464","","","","",
"장안2동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","134","","","","",
"장안2동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","25","","","","",
"청량리동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","8652","","","","",
"청량리동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","3236","","","","",
"청량리동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","2517","","","","",
"청량리동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1541","","","","",
"청량리동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1018","","","","",
"청량리동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","281","","","","",
"청량리동","6인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","48","","","","",
"청량리동","7인이상가구","가구원수별 가구수 (동별) (2015년 이후)","가구","11","","","","",
"회기동","일반가구","가구원수별 가구수 (동별) (2015년 이후)","가구","6328","","","","",
"회기동","1인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","4044","","","","",
"회기동","2인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","1103","","","","",
"회기동","3인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","583","","","","",
"회기동","4인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","451","","","","",
"회기동","5인가구","가구원수별 가구수 (동별) (2015년 이후)","가구","119","","","","",
